Municipality   ,Population     ,Males     ,Females   ,0-4       ,5-9       ,10-14     ,15-19     ,20-24     ,25-29     ,30-34     ,35-39     ,40-44     ,45-49     ,50-54     ,55-59     ,60-64     ,65-69     ,70-74     ,75-79     ,80+       
68320          ,4682           ,2418      ,2264      ,489       ,466       ,441       ,436       ,416       ,338       ,274       ,288       ,273       ,259       ,227       ,179       ,162       ,151       ,116       ,86        ,81        
68322          ,2120           ,1104      ,1016      ,221       ,191       ,171       ,182       ,201       ,155       ,112       ,117       ,130       ,132       ,119       ,108       ,75        ,70        ,59        ,40        ,37        
68324          ,3620           ,1957      ,1663      ,334       ,313       ,297       ,334       ,320       ,254       ,199       ,229       ,294       ,249       ,227       ,182       ,100       ,109       ,70        ,54        ,55        
68327          ,3804           ,1949      ,1855      ,320       ,309       ,295       ,333       ,322       ,323       ,229       ,231       ,204       ,286       ,225       ,196       ,156       ,116       ,99        ,70        ,90        
68344          ,2340           ,1162      ,1178      ,193       ,184       ,173       ,194       ,191       ,193       ,140       ,144       ,129       ,182       ,145       ,127       ,104       ,78        ,65        ,44        ,54        
68368          ,3107           ,1619      ,1488      ,300       ,285       ,274       ,293       ,272       ,251       ,194       ,198       ,189       ,189       ,158       ,126       ,106       ,75        ,66        ,69        ,62        
68370          ,1099           ,546       ,553       ,96        ,93        ,88        ,95        ,98        ,88        ,55        ,55        ,55        ,60        ,61        ,58        ,57        ,41        ,35        ,30        ,34        
68377          ,8592           ,4475      ,4117      ,830       ,789       ,759       ,809       ,754       ,692       ,536       ,549       ,521       ,523       ,438       ,349       ,292       ,207       ,184       ,189       ,171       
68385          ,15395          ,8210      ,7185      ,1661      ,1512      ,1398      ,1446      ,1378      ,1168      ,1086      ,1071      ,934       ,838       ,722       ,596       ,451       ,380       ,302       ,226       ,226       
68397          ,5104           ,2637      ,2467      ,457       ,428       ,401       ,425       ,445       ,395       ,305       ,275       ,265       ,289       ,304       ,273       ,210       ,200       ,169       ,126       ,137       
68406          ,39398          ,20287     ,19111     ,3728      ,3564      ,3469      ,3633      ,3491      ,3033      ,2639      ,2704      ,2563      ,2583      ,2348      ,1786      ,1231      ,995       ,674       ,451       ,506       
68418          ,12299          ,6517      ,5782      ,1127      ,1077      ,1032      ,1113      ,1021      ,932       ,939       ,917       ,873       ,770       ,659       ,492       ,416       ,328       ,244       ,177       ,182       
68425          ,2336           ,1196      ,1140      ,185       ,178       ,170       ,190       ,213       ,194       ,140       ,121       ,137       ,155       ,138       ,114       ,106       ,94        ,85        ,56        ,60        
68432          ,18352          ,8688      ,9664      ,1491      ,1454      ,1419      ,1621      ,1727      ,1557      ,1065      ,1041      ,1092      ,1143      ,1106      ,958       ,774       ,619       ,457       ,383       ,445       
68444          ,5238           ,2736      ,2502      ,482       ,454       ,432       ,439       ,458       ,388       ,317       ,284       ,280       ,318       ,322       ,254       ,227       ,197       ,146       ,113       ,127       
68464          ,10885          ,5568      ,5317      ,1196      ,1072      ,982       ,940       ,1014      ,904       ,642       ,556       ,483       ,529       ,530       ,468       ,412       ,379       ,302       ,242       ,234       
68468          ,5130           ,2676      ,2454      ,466       ,424       ,400       ,506       ,485       ,369       ,263       ,288       ,302       ,278       ,253       ,249       ,230       ,202       ,166       ,124       ,125       
68498          ,4748           ,2525      ,2223      ,464       ,425       ,401       ,388       ,424       ,327       ,286       ,273       ,290       ,306       ,279       ,271       ,185       ,148       ,114       ,88        ,79        
68500          ,11815          ,6006      ,5809      ,1253      ,1204      ,1121      ,1038      ,1062      ,894       ,682       ,622       ,642       ,650       ,638       ,531       ,450       ,349       ,264       ,194       ,221       
68502          ,5003           ,2528      ,2475      ,535       ,497       ,466       ,448       ,479       ,399       ,306       ,277       ,283       ,281       ,263       ,215       ,175       ,133       ,98        ,69        ,79        
68522          ,3374           ,1738      ,1636      ,305       ,285       ,268       ,287       ,301       ,264       ,202       ,179       ,172       ,189       ,198       ,176       ,136       ,131       ,110       ,82        ,89        
68524          ,2227           ,1148      ,1079      ,202       ,188       ,177       ,189       ,199       ,172       ,134       ,118       ,113       ,125       ,131       ,116       ,90        ,87        ,73        ,54        ,59        
68533          ,4158           ,2175      ,1983      ,459       ,442       ,419       ,372       ,332       ,298       ,244       ,288       ,280       ,225       ,195       ,165       ,134       ,97        ,85        ,58        ,65        
68547          ,152707         ,74232     ,78475     ,12134     ,12188     ,12293     ,13085     ,13299     ,12754     ,11660     ,10450     ,9663      ,10108     ,9771      ,7827      ,5835      ,4163      ,3004      ,2167      ,2306      
68549          ,5285           ,2443      ,2842      ,454       ,457       ,444       ,452       ,462       ,450       ,440       ,418       ,380       ,377       ,314       ,216       ,148       ,100       ,71        ,51        ,51        
68572          ,12270          ,5995      ,6275      ,1036      ,1065      ,977       ,955       ,969       ,862       ,628       ,624       ,662       ,711       ,766       ,650       ,588       ,519       ,466       ,375       ,417       
68573          ,7655           ,4044      ,3611      ,952       ,863       ,824       ,834       ,721       ,596       ,428       ,424       ,435       ,403       ,334       ,237       ,186       ,155       ,107       ,80        ,76        
68575          ,31510          ,15900     ,15610     ,3522      ,3225      ,3018      ,2970      ,2985      ,2547      ,2071      ,1939      ,1831      ,1666      ,1536      ,1196      ,981       ,754       ,492       ,384       ,393       
68615          ,26896          ,13896     ,13000     ,2649      ,2493      ,2398      ,2513      ,2534      ,2025      ,1629      ,1588      ,1547      ,1562      ,1455      ,1232      ,990       ,781       ,631       ,434       ,435       
68655          ,18493          ,9507      ,8986      ,1747      ,1650      ,1574      ,1648      ,1699      ,1612      ,1337      ,1295      ,1189      ,1203      ,1009      ,782       ,554       ,436       ,319       ,217       ,222       
68669          ,8432           ,4332      ,4100      ,673       ,648       ,609       ,664       ,740       ,685       ,502       ,448       ,499       ,558       ,495       ,411       ,400       ,349       ,311       ,209       ,231       
68673          ,3995           ,2122      ,1873      ,409       ,359       ,332       ,363       ,402       ,306       ,209       ,213       ,233       ,233       ,211       ,196       ,139       ,134       ,112       ,73        ,71        
68679          ,45605          ,21986     ,23619     ,3161      ,3311      ,3301      ,3439      ,3743      ,3464      ,3014      ,3201      ,3246      ,3458      ,3205      ,2494      ,1955      ,1592      ,1188      ,877       ,956       
68682          ,2445           ,1265      ,1180      ,218       ,196       ,179       ,207       ,214       ,180       ,121       ,105       ,117       ,134       ,144       ,129       ,127       ,106       ,93        ,82        ,93        
68684          ,4303           ,2205      ,2098      ,417       ,390       ,359       ,384       ,383       ,363       ,226       ,236       ,243       ,223       ,214       ,176       ,174       ,147       ,124       ,119       ,125       
68686          ,2349           ,1252      ,1097      ,207       ,192       ,175       ,213       ,215       ,189       ,137       ,134       ,114       ,113       ,131       ,111       ,88        ,100       ,86        ,74        ,70        
68689          ,34759          ,17685     ,17074     ,3347      ,3261      ,3163      ,3092      ,3123      ,2758      ,2289      ,2159      ,2111      ,2111      ,1765      ,1524      ,1174      ,949       ,796       ,578       ,559       
68705          ,2122           ,1130      ,992       ,211       ,192       ,177       ,182       ,191       ,165       ,149       ,152       ,147       ,133       ,112       ,88        ,67        ,52        ,42        ,31        ,31        
68720          ,4288           ,2269      ,2019      ,508       ,444       ,411       ,461       ,408       ,330       ,280       ,251       ,235       ,250       ,202       ,158       ,117       ,83        ,52        ,51        ,47        
68745          ,7688           ,4089      ,3599      ,796       ,737       ,675       ,707       ,721       ,604       ,494       ,460       ,475       ,434       ,408       ,324       ,264       ,191       ,168       ,119       ,111       
68755          ,30717          ,16171     ,14546     ,2349      ,2351      ,2395      ,3062      ,3264      ,2649      ,2333      ,2198      ,1927      ,1901      ,1728      ,1378      ,1050      ,754       ,557       ,403       ,418       
68770          ,10212          ,5272      ,4940      ,906       ,850       ,794       ,829       ,867       ,771       ,608       ,558       ,541       ,592       ,619       ,558       ,430       ,409       ,347       ,256       ,277       
68773          ,8324           ,4376      ,3948      ,866       ,793       ,745       ,758       ,723       ,648       ,516       ,450       ,405       ,407       ,454       ,406       ,303       ,285       ,209       ,171       ,185       
68780          ,3264           ,1723      ,1541      ,286       ,264       ,252       ,267       ,284       ,232       ,202       ,201       ,189       ,210       ,177       ,153       ,135       ,113       ,105       ,94        ,100       
68820          ,7129           ,3798      ,3331      ,638       ,616       ,612       ,632       ,596       ,544       ,489       ,501       ,463       ,443       ,439       ,360       ,253       ,187       ,145       ,105       ,106       
68855          ,4607           ,2347      ,2260      ,392       ,369       ,360       ,439       ,413       ,332       ,281       ,251       ,289       ,309       ,281       ,228       ,183       ,173       ,131       ,82        ,94        
68861          ,18993          ,9956      ,9037      ,2002      ,1881      ,1805      ,1861      ,1997      ,1498      ,1300      ,1296      ,1189      ,1076      ,850       ,656       ,500       ,374       ,289       ,203       ,216       
68867          ,2444           ,1269      ,1175      ,267       ,247       ,239       ,235       ,230       ,200       ,143       ,140       ,125       ,124       ,115       ,94        ,80        ,75        ,49        ,40        ,41        
68872          ,5753           ,2785      ,2968      ,413       ,418       ,414       ,441       ,423       ,383       ,306       ,302       ,362       ,403       ,419       ,355       ,283       ,273       ,212       ,169       ,177       
68895          ,8891           ,4348      ,4543      ,759       ,722       ,687       ,737       ,812       ,704       ,528       ,460       ,498       ,502       ,499       ,468       ,393       ,348       ,267       ,228       ,279       
70001          ,279031         ,137141    ,141890    ,23580     ,24343     ,25548     ,26287     ,25870     ,24048     ,20380     ,17919     ,15850     ,16496     ,15161     ,12697     ,9907      ,7822      ,5263      ,3898      ,3962      
70110          ,9618           ,4870      ,4748      ,1002      ,962       ,969       ,896       ,891       ,766       ,559       ,545       ,529       ,551       ,487       ,417       ,316       ,248       ,192       ,140       ,148       
70124          ,12184          ,6492      ,5692      ,1317      ,1207      ,1168      ,1227      ,1174      ,994       ,795       ,669       ,596       ,631       ,597       ,499       ,386       ,325       ,239       ,180       ,180       
70204          ,5803           ,2973      ,2830      ,566       ,549       ,550       ,555       ,547       ,498       ,444       ,374       ,316       ,307       ,284       ,242       ,190       ,130       ,97        ,76        ,78        
70215          ,62830          ,31658     ,31172     ,5186      ,5374      ,5637      ,5997      ,6739      ,5421      ,4504      ,3984      ,3469      ,3647      ,3308      ,2787      ,2166      ,1728      ,1147      ,866       ,870       
70221          ,13779          ,7016      ,6763      ,1517      ,1434      ,1447      ,1391      ,1325      ,1079      ,898       ,880       ,724       ,760       ,703       ,518       ,352       ,271       ,195       ,144       ,141       
70230          ,4367           ,2228      ,2139      ,461       ,450       ,448       ,424       ,423       ,369       ,302       ,258       ,223       ,230       ,204       ,167       ,120       ,101       ,70        ,57        ,60        
70233          ,10670          ,5475      ,5195      ,1121      ,1080      ,1077      ,1047      ,1056      ,932       ,768       ,640       ,541       ,550       ,487       ,394       ,291       ,242       ,164       ,138       ,142       
70235          ,20515          ,10516     ,9999      ,2230      ,2134      ,2111      ,2047      ,2036      ,1698      ,1191      ,1093      ,1126      ,1126      ,883       ,714       ,610       ,552       ,363       ,291       ,310       
70265          ,17646          ,9282      ,8364      ,2148      ,1949      ,1871      ,1975      ,1787      ,1417      ,997       ,900       ,812       ,818       ,716       ,609       ,523       ,412       ,299       ,215       ,198       
70400          ,11262          ,5844      ,5418      ,1224      ,1168      ,1147      ,1060      ,1099      ,854       ,626       ,555       ,510       ,607       ,518       ,495       ,394       ,350       ,253       ,186       ,216       
70418          ,19245          ,9952      ,9293      ,1756      ,1704      ,1707      ,1736      ,1843      ,1658      ,1249      ,1139      ,1040      ,1106      ,1079      ,820       ,721       ,630       ,423       ,319       ,315       
70429          ,33438          ,17577     ,15861     ,3709      ,3449      ,3359      ,3333      ,3153      ,2830      ,2095      ,1800      ,1771      ,1758      ,1514      ,1269      ,1001      ,913       ,592       ,452       ,440       
70473          ,14583          ,7540      ,7043      ,1430      ,1384      ,1387      ,1407      ,1393      ,1268      ,1128      ,942       ,790       ,761       ,704       ,600       ,468       ,320       ,236       ,177       ,188       
70508          ,21030          ,10789     ,10241     ,2237      ,2135      ,2104      ,2020      ,2038      ,1815      ,1507      ,1281      ,1089      ,1093      ,957       ,778       ,579       ,494       ,336       ,279       ,288       
70523          ,13953          ,7283      ,6670      ,1833      ,1667      ,1635      ,1508      ,1473      ,1099      ,854       ,692       ,571       ,605       ,509       ,346       ,308       ,253       ,222       ,184       ,194       
70670          ,38067          ,19485     ,18582     ,4008      ,3861      ,3852      ,3735      ,3712      ,3331      ,2740      ,2288      ,1933      ,1969      ,1747      ,1410      ,1038      ,864       ,585       ,489       ,505       
70678          ,25723          ,13630     ,12093     ,3141      ,2843      ,2721      ,2571      ,2443      ,2004      ,1633      ,1415      ,1287      ,1241      ,1073      ,969       ,692       ,594       ,475       ,320       ,301       
70702          ,12557          ,6446      ,6111      ,1063      ,1057      ,1080      ,1136      ,1140      ,974       ,798       ,741       ,808       ,825       ,774       ,639       ,488       ,368       ,267       ,197       ,202       
70708          ,57775          ,29342     ,28433     ,6301      ,5952      ,5755      ,5792      ,5597      ,4638      ,3707      ,3201      ,2867      ,2963      ,2676      ,2261      ,1772      ,1522      ,1042      ,862       ,867       
70713          ,50647          ,26146     ,24501     ,6385      ,5773      ,5568      ,5284      ,4872      ,4186      ,3092      ,2407      ,2233      ,2213      ,1976      ,1675      ,1327      ,1182      ,892       ,774       ,808       
70717          ,16005          ,8335      ,7670      ,1447      ,1427      ,1417      ,1426      ,1520      ,1301      ,931       ,824       ,851       ,932       ,880       ,799       ,723       ,526       ,402       ,299       ,300       
70742          ,34016          ,17159     ,16857     ,3218      ,3196      ,3293      ,3150      ,3075      ,2373      ,1761      ,1566      ,1685      ,1917      ,1869      ,1704      ,1489      ,1232      ,946       ,730       ,812       
70771          ,22403          ,11744     ,10659     ,2224      ,2068      ,2004      ,2058      ,2149      ,1977      ,1407      ,1230      ,1137      ,1211      ,1106      ,983       ,777       ,677       ,546       ,421       ,428       
70820          ,33871          ,16854     ,17017     ,3582      ,3407      ,3439      ,3398      ,3091      ,2734      ,2141      ,1864      ,1801      ,1925      ,1757      ,1404      ,1056      ,821       ,579       ,418       ,454       
70823          ,18895          ,9975      ,8920      ,1899      ,1843      ,1845      ,1776      ,1811      ,1540      ,1193      ,1031      ,915       ,954       ,937       ,847       ,673       ,571       ,418       ,304       ,338       
73001          ,558805         ,271360    ,287445    ,43608     ,45624     ,47987     ,50590     ,49021     ,46189     ,37505     ,33725     ,31380     ,32869     ,35444     ,29870     ,23946     ,18265     ,13354     ,9659      ,9769      
73024          ,4974           ,2598      ,2376      ,450       ,426       ,423       ,427       ,437       ,347       ,259       ,208       ,239       ,308       ,305       ,262       ,246       ,224       ,147       ,120       ,146       
73026          ,8816           ,4483      ,4333      ,823       ,820       ,829       ,712       ,705       ,630       ,508       ,449       ,474       ,479       ,486       ,489       ,461       ,363       ,243       ,173       ,172       
73030          ,6755           ,3480      ,3275      ,565       ,563       ,547       ,604       ,575       ,538       ,370       ,318       ,353       ,432       ,433       ,413       ,351       ,245       ,168       ,131       ,149       
73043          ,18638          ,10122     ,8516      ,2163      ,2024      ,1985      ,1934      ,1698      ,1560      ,908       ,859       ,894       ,1018      ,985       ,736       ,559       ,454       ,349       ,255       ,257       
73055          ,11839          ,6038      ,5801      ,1048      ,1055      ,1055      ,1013      ,1082      ,1021      ,591       ,534       ,543       ,678       ,719       ,674       ,546       ,474       ,324       ,234       ,248       
73067          ,22589          ,11312     ,11277     ,2581      ,2438      ,2325      ,2290      ,2102      ,1780      ,1140      ,1097      ,1050      ,1083      ,1099      ,988       ,771       ,611       ,483       ,353       ,398       
73124          ,19641          ,10263     ,9378      ,1855      ,1832      ,1863      ,1722      ,1757      ,1566      ,1185      ,1050      ,1086      ,1182      ,1206      ,1000      ,717       ,540       ,425       ,328       ,327       
73148          ,8835           ,4454      ,4381      ,740       ,724       ,736       ,786       ,773       ,618       ,472       ,496       ,578       ,560       ,557       ,488       ,374       ,301       ,247       ,182       ,203       
73152          ,6661           ,3591      ,3070      ,659       ,650       ,658       ,587       ,569       ,527       ,361       ,340       ,371       ,354       ,387       ,349       ,284       ,208       ,158       ,100       ,99        
73168          ,47248          ,23615     ,23633     ,5408      ,5110      ,4875      ,4771      ,4369      ,3714      ,2386      ,2297      ,2200      ,2270      ,2304      ,2071      ,1618      ,1278      ,1011      ,736       ,830       
73200          ,9810           ,5172      ,4638      ,947       ,970       ,979       ,851       ,799       ,718       ,535       ,486       ,538       ,536       ,508       ,450       ,430       ,359       ,279       ,202       ,223       
73217          ,28335          ,14857     ,13478     ,3450      ,3139      ,2929      ,2805      ,2593      ,2288      ,1315      ,1071      ,1156      ,1278      ,1254      ,1135      ,1040      ,883       ,781       ,593       ,625       
73226          ,9634           ,5042      ,4592      ,1031      ,963       ,955       ,796       ,810       ,658       ,371       ,410       ,495       ,521       ,535       ,478       ,419       ,366       ,336       ,241       ,249       
73236          ,8015           ,4186      ,3829      ,725       ,687       ,682       ,688       ,704       ,560       ,417       ,335       ,385       ,497       ,492       ,422       ,396       ,361       ,236       ,193       ,235       
73268          ,76149          ,38228     ,37921     ,6586      ,6653      ,7113      ,6616      ,6394      ,6128      ,5064      ,4154      ,4217      ,4640      ,4677      ,3994      ,3198      ,2382      ,1655      ,1323      ,1355      
73270          ,9211           ,4650      ,4561      ,843       ,827       ,820       ,810       ,811       ,730       ,469       ,432       ,450       ,510       ,555       ,520       ,433       ,336       ,253       ,198       ,214       
73275          ,29199          ,14416     ,14783     ,2391      ,2463      ,2544      ,2606      ,2571      ,2254      ,1586      ,1580      ,1673      ,1912      ,1938      ,1523      ,1251      ,944       ,764       ,595       ,604       
73283          ,30165          ,15600     ,14565     ,2847      ,2798      ,2813      ,2712      ,2624      ,2366      ,1658      ,1619      ,1551      ,1770      ,1756      ,1666      ,1366      ,985       ,679       ,465       ,490       
73319          ,32113          ,15754     ,16359     ,2726      ,2781      ,2782      ,2725      ,2628      ,2396      ,1639      ,1507      ,1748      ,1939      ,1955      ,1744      ,1525      ,1371      ,996       ,797       ,854       
73347          ,8008           ,4203      ,3805      ,758       ,731       ,733       ,682       ,678       ,637       ,447       ,389       ,410       ,471       ,531       ,463       ,358       ,261       ,181       ,139       ,139       
73349          ,24547          ,12867     ,11680     ,1940      ,1970      ,1991      ,2323      ,2568      ,2077      ,1311      ,1245      ,1371      ,1486      ,1489      ,1283      ,1066      ,844       ,607       ,465       ,511       
73352          ,10894          ,5527      ,5367      ,1066      ,1020      ,945       ,960       ,917       ,831       ,539       ,469       ,557       ,592       ,603       ,529       ,507       ,398       ,349       ,292       ,320       
73408          ,17395          ,8468      ,8927      ,1439      ,1452      ,1470      ,1423      ,1538      ,1488      ,883       ,778       ,858       ,1060      ,1142      ,1021      ,843       ,686       ,516       ,388       ,410       
73411          ,40266          ,20285     ,19981     ,3686      ,3625      ,3592      ,3525      ,3521      ,3182      ,2050      ,1891      ,1972      ,2235      ,2430      ,2278      ,1899      ,1470      ,1109      ,865       ,936       
73443          ,33329          ,16502     ,16827     ,2814      ,2856      ,2888      ,2735      ,2913      ,2599      ,1809      ,1758      ,1947      ,2119      ,2140      ,1850      ,1534      ,1211      ,856       ,636       ,664       
73449          ,36339          ,18542     ,17797     ,3175      ,3233      ,3420      ,3403      ,3104      ,2911      ,2447      ,2413      ,2357      ,2415      ,2195      ,1663      ,1187      ,855       ,629       ,472       ,460       
73461          ,5018           ,2695      ,2323      ,546       ,519       ,509       ,481       ,459       ,386       ,273       ,256       ,266       ,290       ,272       ,226       ,184       ,132       ,87        ,66        ,66        
73483          ,22516          ,11284     ,11232     ,1822      ,1880      ,1917      ,1778      ,1774      ,1586      ,1220      ,1330      ,1305      ,1426      ,1378      ,1286      ,1115      ,952       ,706       ,475       ,566       
73504          ,32431          ,16666     ,15765     ,3921      ,3488      ,3250      ,3032      ,3141      ,2662      ,1559      ,1325      ,1494      ,1514      ,1428      ,1349      ,1217      ,984       ,798       ,598       ,671       
73520          ,9160           ,4737      ,4423      ,865       ,850       ,854       ,823       ,796       ,720       ,503       ,492       ,471       ,537       ,533       ,506       ,415       ,299       ,207       ,141       ,148       
73547          ,5640           ,2976      ,2664      ,544       ,558       ,562       ,490       ,459       ,415       ,308       ,279       ,309       ,308       ,292       ,259       ,247       ,206       ,160       ,116       ,128       
73555          ,29974          ,15605     ,14369     ,3814      ,3464      ,3435      ,3240      ,2898      ,2508      ,1727      ,1529      ,1462      ,1445      ,1257      ,1032      ,718       ,509       ,404       ,277       ,255       
73563          ,7701           ,3862      ,3839      ,623       ,643       ,656       ,608       ,606       ,546       ,417       ,455       ,446       ,488       ,471       ,440       ,381       ,325       ,241       ,162       ,193       
73585          ,29412          ,14741     ,14671     ,2380      ,2456      ,2504      ,2323      ,2317      ,2076      ,1593      ,1737      ,1704      ,1862      ,1800      ,1679      ,1456      ,1244      ,922       ,620       ,739       
73616          ,24459          ,12867     ,11592     ,3208      ,2938      ,2827      ,2609      ,2372      ,1926      ,1301      ,1161      ,1118      ,1116      ,1010      ,916       ,596       ,465       ,381       ,270       ,245       
73622          ,6344           ,3315      ,3029      ,598       ,591       ,602       ,556       ,567       ,507       ,383       ,340       ,351       ,382       ,389       ,323       ,232       ,175       ,137       ,106       ,105       
73624          ,20542          ,10558     ,9984      ,2484      ,2209      ,2059      ,1920      ,1990      ,1686      ,988       ,839       ,947       ,959       ,904       ,855       ,771       ,623       ,505       ,378       ,425       
73671          ,14385          ,7206      ,7179      ,1238      ,1273      ,1328      ,1215      ,1159      ,1051      ,787       ,796       ,803       ,900       ,864       ,779       ,733       ,503       ,365       ,284       ,307       
73675          ,14310          ,7353      ,6957      ,1731      ,1539      ,1434      ,1338      ,1386      ,1174      ,688       ,585       ,660       ,668       ,630       ,595       ,537       ,434       ,352       ,263       ,296       
73678          ,19153          ,9395      ,9758      ,1625      ,1659      ,1660      ,1626      ,1568      ,1430      ,977       ,898       ,1042      ,1157      ,1166      ,1040      ,909       ,817       ,594       ,476       ,509       
73686          ,6357           ,3414      ,2943      ,691       ,658       ,645       ,609       ,581       ,491       ,346       ,324       ,336       ,367       ,345       ,286       ,233       ,167       ,110       ,84        ,84        
73770          ,4547           ,2232      ,2315      ,386       ,394       ,394       ,386       ,372       ,341       ,232       ,213       ,247       ,274       ,276       ,247       ,216       ,194       ,141       ,113       ,121       
73854          ,6368           ,3393      ,2975      ,674       ,648       ,652       ,526       ,539       ,458       ,329       ,324       ,324       ,358       ,361       ,283       ,237       ,220       ,178       ,125       ,132       
73861          ,19652          ,9996      ,9656      ,1833      ,1829      ,1848      ,1587      ,1570      ,1406      ,1132      ,1001      ,1058      ,1067      ,1082      ,1092      ,1026      ,811       ,542       ,385       ,383       
73870          ,10652          ,5743      ,4909      ,1053      ,1040      ,1052      ,938       ,911       ,843       ,578       ,543       ,594       ,566       ,619       ,559       ,454       ,333       ,252       ,160       ,157       
73873          ,5389           ,2814      ,2575      ,487       ,462       ,458       ,462       ,474       ,376       ,280       ,226       ,259       ,334       ,331       ,284       ,266       ,243       ,159       ,130       ,158       
76001          ,2394925        ,1144848   ,1250077   ,176727    ,178068    ,184490    ,198029    ,205990    ,201089    ,193358    ,175349    ,154782    ,152289    ,149246    ,126048    ,97843     ,72962     ,51323     ,38168     ,39164     
76020          ,21799          ,10968     ,10831     ,1964      ,1833      ,1797      ,1934      ,1900      ,1804      ,1496      ,1373      ,1197      ,1230      ,1283      ,1081      ,921       ,716       ,492       ,365       ,413       
76036          ,17787          ,8660      ,9127      ,1355      ,1301      ,1272      ,1449      ,1518      ,1475      ,1223      ,1155      ,1159      ,1162      ,1089      ,941       ,835       ,634       ,461       ,363       ,395       
76041          ,19451          ,10088     ,9363      ,1847      ,1708      ,1659      ,1654      ,1724      ,1587      ,1233      ,1088      ,1108      ,1172      ,1157      ,973       ,830       ,585       ,459       ,354       ,313       
76054          ,6419           ,3284      ,3135      ,617       ,571       ,536       ,514       ,534       ,482       ,406       ,393       ,396       ,382       ,363       ,333       ,277       ,202       ,155       ,126       ,132       
76100          ,13303          ,6806      ,6497      ,1279      ,1184      ,1111      ,1064      ,1106      ,1000      ,840       ,818       ,822       ,792       ,752       ,692       ,576       ,416       ,323       ,260       ,268       
76109          ,407675         ,198261    ,209414    ,43523     ,40509     ,39018     ,39540     ,38922     ,35922     ,31061     ,27329     ,23033     ,20180     ,18081     ,15126     ,12072     ,8791      ,5853      ,4531      ,4184      
76111          ,115026         ,56361     ,58665     ,7839      ,7870      ,7959      ,8525      ,9355      ,9306      ,8609      ,7980      ,7355      ,7698      ,7966      ,6953      ,5705      ,4224      ,3047      ,2248      ,2387      
76113          ,21124          ,10734     ,10390     ,1593      ,1566      ,1545      ,1642      ,1808      ,1637      ,1417      ,1311      ,1279      ,1443      ,1388      ,1212      ,1027      ,774       ,565       ,455       ,462       
76122          ,29732          ,14925     ,14807     ,2351      ,2225      ,2192      ,2376      ,2601      ,2392      ,1879      ,1675      ,1681      ,1911      ,1960      ,1857      ,1505      ,1053      ,775       ,653       ,646       
76126          ,15792          ,7975      ,7817      ,1232      ,1166      ,1114      ,1151      ,1310      ,1213      ,1036      ,1049      ,1095      ,1130      ,1083      ,886       ,726       ,541       ,391       ,328       ,341       
76130          ,82908          ,40763     ,42145     ,6169      ,5830      ,5700      ,6401      ,7048      ,7139      ,6843      ,6440      ,6192      ,6207      ,5636      ,4281      ,2976      ,2209      ,1566      ,1150      ,1121      
76147          ,132959         ,63949     ,69010     ,9975      ,9968      ,10010     ,9925      ,10609     ,10783     ,9237      ,8498      ,8107      ,8246      ,8231      ,7671      ,6418      ,5047      ,3873      ,3279      ,3082      
76233          ,36524          ,18961     ,17563     ,3005      ,2768      ,2612      ,2725      ,3066      ,2808      ,2514      ,2533      ,2451      ,2422      ,2241      ,1926      ,1596      ,1295      ,1007      ,774       ,781       
76243          ,11116          ,6004      ,5112      ,1008      ,930       ,902       ,905       ,933       ,870       ,707       ,658       ,680       ,769       ,671       ,565       ,514       ,372       ,265       ,202       ,165       
76246          ,10047          ,5157      ,4890      ,960       ,890       ,855       ,843       ,877       ,818       ,644       ,570       ,579       ,609       ,598       ,500       ,427       ,299       ,235       ,184       ,159       
76248          ,57747          ,28343     ,29404     ,4347      ,4230      ,4193      ,4381      ,4823      ,4657      ,4283      ,4153      ,4166      ,4092      ,3743      ,3008      ,2365      ,1852      ,1418      ,1035      ,1001      
76250          ,8406           ,4187      ,4219      ,798       ,747       ,723       ,681       ,761       ,705       ,555       ,503       ,501       ,531       ,475       ,399       ,328       ,256       ,166       ,138       ,139       
76275          ,58343          ,28728     ,29615     ,5142      ,4924      ,4789      ,4964      ,5208      ,4765      ,4218      ,4043      ,3725      ,3631      ,3201      ,2634      ,2167      ,1739      ,1253      ,967       ,973       
76306          ,21239          ,10652     ,10587     ,1576      ,1466      ,1392      ,1464      ,1745      ,1710      ,1516      ,1495      ,1521      ,1431      ,1447      ,1220      ,993       ,809       ,599       ,423       ,432       
76318          ,34799          ,17175     ,17624     ,2696      ,2600      ,2552      ,2709      ,2955      ,2826      ,2397      ,2310      ,2380      ,2489      ,2368      ,1866      ,1508      ,1128      ,786       ,596       ,633       
76364          ,122071         ,59328     ,62743     ,10157     ,9889      ,9900      ,10695     ,11093     ,10050     ,9078      ,8389      ,7884      ,7769      ,7501      ,6016      ,4489      ,3224      ,2352      ,1797      ,1788      
76377          ,11564          ,5989      ,5575      ,878       ,852       ,834       ,827       ,961       ,892       ,717       ,676       ,718       ,742       ,752       ,694       ,570       ,452       ,385       ,291       ,323       
76400          ,38360          ,18855     ,19505     ,3113      ,3004      ,2965      ,2984      ,3328      ,3116      ,2744      ,2569      ,2546      ,2584      ,2464      ,2065      ,1592      ,1159      ,839       ,640       ,648       
76403          ,13167          ,6420      ,6747      ,934       ,946       ,933       ,974       ,1073      ,943       ,779       ,777       ,824       ,923       ,951       ,818       ,707       ,520       ,402       ,330       ,333       
